name,rating,review_count,address,city,zip_code,phone,website,coordinates,categories,price,dogs_allowed,good_for_kids
Fiesta Martin Mexican Grill,4.1,1307,"1330 N La Brea Ave, Inglewood, CA 90302",Inglewood,90302,+13106721330,https://www.yelp.com/biz/fiesta-martin-mexican-grill-inglewood-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.980146, 'longitude': -118.357847}","['Mexican', 'Latin American', 'Breakfast & Brunch']",$$,Unknown,Unknown
The Black Cat,3.8,598,"3909 Sunset Blvd, Los Angeles, CA 90029",Los Angeles,90029,+13236616369,https://www.yelp.com/biz/the-black-cat-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.092097, 'longitude': -118.279745}","['New American', 'Cocktail Bars']",$$,Unknown,Unknown
Prospect Gourmand,4.4,987,"105 N Robertson Blvd, Beverly Hills, CA 90211",Beverly Hills,90211,+14247770481,https://www.yelp.com/biz/prospect-gourmand-beverly-hills?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.067439868147304, 'longitude': -118.383849804894}","['New American', 'Cocktail Bars']",$$,Unknown,Unknown
The Butcher's Daughter,3.9,2175,"1205 Abbot Kinney Blvd, Venice, CA 90291",Venice,90291,+13109813004,https://www.yelp.com/biz/the-butchers-daughter-venice-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.99175168312585, 'longitude': -118.46922975982794}","['Vegetarian', 'Cafes', 'Gluten-Free']",$$,Unknown,Unknown
Big Bar,4.0,181,"1927 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,90027,+13236440100,https://www.yelp.com/biz/big-bar-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.10623, 'longitude': -118.28784}",['Cocktail Bars'],$$,Unknown,Unknown
Madre,3.7,340,"801 N Fairfax Ave, Ste 101, Los Angeles, CA 90046",Los Angeles,90046,+13238508518,https://www.yelp.com/biz/madre-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.086005, 'longitude': -118.361838}","['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
Encanto Restaurant,4.0,262,"2121 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,90027,+13237410140,https://www.yelp.com/biz/encanto-restaurant-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.110622, 'longitude': -118.287668}","['Mexican', 'Cocktail Bars', 'Latin American']",N/A,Unknown,Unknown
Finney's Crafthouse - Westlake Village,4.3,1454,"982 S Westlake Blvd, Ste 2, Westlake Village, CA 91361",Westlake Village,91361,+18052309950,https://www.yelp.com/biz/finneys-crafthouse-westlake-village-westlake-village?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1521296, 'longitude': -118.82717939508916}","['New American', 'Burgers', 'Cocktail Bars']",$$,Unknown,Unknown
Lunetta All Day,4.1,913,"2420 Pico Blvd, Santa Monica, CA 90405",Santa Monica,90405,+13105814201,https://www.yelp.com/biz/lunetta-all-day-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0224259, 'longitude': -118.4637148}","['American', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
Covell,4.3,507,"4628 Hollywood Blvd, Los Angeles, CA 90027",Los Angeles,90027,+13236604400,https://www.yelp.com/biz/covell-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1002560180096, 'longitude': -118.290309906006}","['Wine Bars', 'Beer Bar']",$$,Unknown,Unknown
JJAN,4.4,266,"3328 W 8th St, Los Angeles, CA 90005",Los Angeles,90005,+12133815838,https://www.yelp.com/biz/jjan-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.057496, 'longitude': -118.300637}","['Gastropubs', 'Korean', 'Tapas Bars']",$$,Unknown,Unknown
Negroni Caffe Bar Beverly Hills,4.6,103,"419 N Canon Dr, Beverly Hills, CA 90210",Beverly Hills,90210,+13109068238,https://www.yelp.com/biz/negroni-beverly-hills-beverly-hills?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.070834, 'longitude': -118.40142}","['Sushi Bars', 'Latin American', 'Cocktail Bars']",N/A,Unknown,Unknown
The Sunset Restaurant,3.8,2027,"6800 Westward Beach Rd, Malibu, CA 90265",Malibu,90265,+13105891007,https://www.yelp.com/biz/the-sunset-restaurant-malibu?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.01155, 'longitude': -118.817}","['New American', 'Seafood', 'Venues & Event Spaces']",$$$,Unknown,Unknown
Bacari GDL,4.5,2200,"757 Americana Way, Glendale, CA 91210",Glendale,91210,+13239866763,https://www.yelp.com/biz/bacari-gdl-glendale-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.143957, 'longitude': -118.255399}","['Wine Bars', 'Italian', 'Pizza']",$$,Unknown,Unknown
Bacari Silverlake,4.6,3294,"3626 Sunset Blvd, Los Angeles, CA 90026",Los Angeles,90026,+13239866763,https://www.yelp.com/biz/bacari-silverlake-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.090127, 'longitude': -118.277598}","['Breakfast & Brunch', 'New American', 'Italian']",N/A,Unknown,Unknown
Rustic Spoon - Valley Village,4.3,310,"12500 Magnolia Blvd, Valley Village, CA 91607",Valley Village,91607,+18183583736,https://www.yelp.com/biz/rustic-spoon-valley-village-valley-village?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1646888, 'longitude': -118.405487}","['Thai', 'Asian Fusion', 'Noodles']",$$,Unknown,Unknown
Thunderbolt,4.5,208,"1263 W Temple St, Los Angeles, CA 90026",Los Angeles,90026,+12133725099,https://www.yelp.com/biz/thunderbolt-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.066426, 'longitude': -118.2541135}",['Bars'],$$,Unknown,Unknown
La Bohème,4.5,4359,"8400 Santa Monica Blvd, West Hollywood, CA 90069",West Hollywood,90069,+13238482360,https://www.yelp.com/biz/la-boh%C3%A8me-west-hollywood-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0903625488281, 'longitude': -118.373489379883}","['Bars', 'New American', 'Venues & Event Spaces']",$$$,Unknown,Unknown
Venice Beach Wines,4.1,377,"529 Rose Ave, Venice, CA 90291",Venice,90291,+13106062529,https://www.yelp.com/biz/venice-beach-wines-venice?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.99879916578589, 'longitude': -118.4732707}",['Wine Bars'],$$,Unknown,Unknown
Tower 12,4.2,1205,"53 Pier Ave, Hermosa Beach, CA 90254",Hermosa Beach,90254,+13103796400,https://www.yelp.com/biz/tower-12-hermosa-beach-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.86232, 'longitude': -118.40094}","['Bars', 'American', 'Pizza']",$$,Unknown,Unknown
Maple Block Meat Co,3.8,1971,"3973 Sepulveda Blvd, Culver City, CA 90230",Culver City,90230,+13103136328,https://www.yelp.com/biz/maple-block-meat-co-culver-city-23?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.00922, 'longitude': -118.41467}","['Barbeque', 'American', 'Breakfast & Brunch']",$$,Unknown,Unknown
AKASHA,3.6,1731,"9543 Culver Blvd, Culver City, CA 90232",Culver City,90232,+13108451700,https://www.yelp.com/biz/akasha-culver-city-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0230536, 'longitude': -118.3955239}","['New American', 'Coffee & Tea', 'Breakfast & Brunch']",$$$,Unknown,Unknown
R Bar,3.9,694,"3331 W 8th St, Los Angeles, CA 90005",Los Angeles,90005,+12133877227,https://www.yelp.com/biz/r-bar-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0578806, 'longitude': -118.3011019}","['Lounges', 'New American', 'Cocktail Bars']",$$,Unknown,Unknown
Coastal,4.2,142,"844 Hermosa Ave, Hermosa Beach, CA 90254",Hermosa Beach,90254,+14242318658,https://www.yelp.com/biz/coastal-hermosa-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.85996779382073, 'longitude': -118.3991275}","['Seafood', 'Tacos', 'Chicken Wings']",N/A,Unknown,Unknown
Sake House By Hikari,3.7,567,"9729 Culver Blvd, Culver City, CA 90232",Culver City,90232,+13102535038,https://www.yelp.com/biz/sake-house-by-hikari-culver-city?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.021855, 'longitude': -118.396475}","['Japanese', 'Asian Fusion', 'Sushi Bars']",$$,Unknown,Unknown
Sea Level Restaurant & Lounge,4.2,949,"655 N Harbor Dr, Redondo Beach, CA 90277",Redondo Beach,90277,+13109218950,https://www.yelp.com/biz/sea-level-restaurant-and-lounge-redondo-beach-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.847566, 'longitude': -118.395206}","['New American', 'Lounges', 'Seafood']",$$,Unknown,Unknown
Power House,4.1,148,"1714 N Highland Ave, Los Angeles, CA 90028",Los Angeles,90028,+13234639438,https://www.yelp.com/biz/power-house-los-angeles-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.102128, 'longitude': -118.338442}","['Cocktail Bars', 'Beer Bar', 'Dive Bars']",$$,Unknown,Unknown
Melrose Umbrella,4.2,669,"7465 Melrose Ave, Los Angeles, CA 90046",Los Angeles,90046,+13239510709,https://www.yelp.com/biz/melrose-umbrella-los-angeles-16?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.083835, 'longitude': -118.352683}","['Cocktail Bars', 'Coffee & Tea', 'American']",$$,Unknown,Unknown
Wabi on Rose,4.0,649,"512 F Rose Ave, Venice, CA 90291",Venice,90291,+13105642177,https://www.yelp.com/biz/wabi-on-rose-venice-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.998364171271156, 'longitude': -118.4732258036026}",['Sushi Bars'],$$$,Unknown,Unknown
Enchant,4.3,290,"681 S Western Ave, Los Angeles, CA 90005",Los Angeles,90005,+12135683195,https://www.yelp.com/biz/enchant-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.060420911180366, 'longitude': -118.309614}","['Asian Fusion', 'Breakfast & Brunch', 'Wine Bars']",$$,Unknown,Unknown
The CanTiki,4.4,145,"11100 Magnolia Blvd, North Hollywood, CA 91601",North Hollywood,91601,+18186962056,https://www.yelp.com/biz/the-cantiki-north-hollywood?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.164714, 'longitude': -118.372549}","['Tiki Bars', 'Cocktail Bars', 'Dive Bars']",$$,Unknown,Unknown
Lazy Dog Restaurant & Bar,4.1,214,"800 W Olympic Blvd, Los Angeles, CA 90015",Los Angeles,90015,+12135020227,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.044795, 'longitude': -118.265289}","['Comfort Food', 'New American', 'Burgers']",$$,Unknown,Unknown
Joxer Daly's,3.8,474,"11168 Washington Blvd, Culver City, CA 90232",Culver City,90232,+13108383745,https://www.yelp.com/biz/joxer-dalys-culver-city?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0077399, 'longitude': -118.4124898}","['Pubs', 'Sports Bars']",$$,Unknown,Unknown
Tipsy Cow,3.9,1828,"15005 Ventura Blvd, Sherman Oaks, CA 91403",Sherman Oaks,91403,+18189868470,https://www.yelp.com/biz/tipsy-cow-sherman-oaks-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.152929245128, 'longitude': -118.459931127727}","['American', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
Yardbird,4.2,1661,"8500 Beverly Blvd, Ste 112, Los Angeles, CA 90048",Los Angeles,90048,+13232508034,https://www.yelp.com/biz/yardbird-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0736424077856, 'longitude': -118.376774467984}","['Southern', 'New American', 'Cocktail Bars']",$$$,Unknown,Unknown
Piccolo - Santa Monica,4.6,223,"2127 Lincoln Blvd, Santa Monica, CA 90405",Santa Monica,90405,+13103140144,https://www.yelp.com/biz/piccolo-santa-monica-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.01045, 'longitude': -118.480364}","['Italian', 'Wine Bars', 'Seafood']",$$$,Unknown,Unknown
Dante Beverly Hills,4.1,247,"225 N Canon Dr, Beverly Hills, CA 90210",Beverly Hills,90210,+13108607989,https://www.yelp.com/biz/dante-beverly-hills-beverly-hills?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.067758, 'longitude': -118.398921}","['Cocktail Bars', 'Italian', 'Pizza']",$$$$,Unknown,Unknown
All Season Brewing,3.9,313,"800 S La Brea Ave, Los Angeles, CA 90036",Los Angeles,90036,+12138175321,https://www.yelp.com/biz/all-season-brewing-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.060302, 'longitude': -118.344382}","['Breweries', 'Cocktail Bars', 'Beer Bar']",$$,Unknown,Unknown
Lazy Dog Restaurant & Bar,3.9,1658,"3525 West Carson St, Torrance, CA 90503",Torrance,90503,+13109216080,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-torrance-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.831795, 'longitude': -118.349451}","['New American', 'Burgers', 'Comfort Food']",$$,Unknown,Unknown
Redbird,4.1,1993,"114 E 2nd St, Los Angeles, CA 90012",Los Angeles,90012,+12137881191,https://www.yelp.com/biz/redbird-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.05049, 'longitude': -118.24406}",['New American'],$$$,Unknown,Unknown
Petit Trois,4.0,1274,"718 N Highland Ave, Los Angeles, CA 90038",Los Angeles,90038,+13234688916,https://www.yelp.com/biz/petit-trois-los-angeles-16?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.084159, 'longitude': -118.338194}",['French'],$$$,Unknown,Unknown
H&H Brazilian Steakhouse Beverly Hills,4.4,290,"8500 Beverly Blvd, Ste 113, Los Angeles, CA 90048",Los Angeles,90048,+14242847733,https://www.yelp.com/biz/h-and-h-brazilian-steakhouse-beverly-hills-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.073569588102814, 'longitude': -118.37680670215296}","['Brazilian', 'Venues & Event Spaces', 'Halal']",N/A,Unknown,Unknown
Home Restaurant - Los Feliz,4.1,4007,"1760 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,90027,+13239908016,https://www.yelp.com/biz/home-restaurant-los-feliz-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.10296, 'longitude': -118.28719}","['Breakfast & Brunch', 'Cocktail Bars', 'New American']",$$,Unknown,Unknown
The Rockefeller - Manhattan Beach,4.1,769,"1209 Highland Ave, Manhattan Beach, CA 90266",Manhattan Beach,90266,+13105455810,https://www.yelp.com/biz/the-rockefeller-manhattan-beach-manhattan-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.8859488, 'longitude': -118.4102984}","['Gastropubs', 'American', 'Breakfast & Brunch']",$$,Unknown,Unknown
Tribute Hollywood,4.9,47,"1608 N Cahuenga Blvd, Los Angeles, CA 90028",Los Angeles,90028,+13234509005,https://www.yelp.com/biz/tribute-hollywood-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.100119, 'longitude': -118.329274}","['Sports Bars', 'Cocktail Bars', 'New American']",N/A,Unknown,Unknown
Joyce,4.3,489,"770 S Grand Ave, Ste A, Los Angeles, CA 90017",Los Angeles,90017,+12133950202,https://www.yelp.com/biz/joyce-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04636902983751, 'longitude': -118.25721526931876}","['Southern', 'New American', 'Seafood']",N/A,Unknown,Unknown
Upper West,4.2,2027,"3321 Pico Blvd, Santa Monica, CA 90405",Santa Monica,90405,+13105861111,https://www.yelp.com/biz/upper-west-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.027314, 'longitude': -118.455016}","['New American', 'Venues & Event Spaces', 'Vegan']",$$,Unknown,Unknown
Neighbors,3.6,289,"12751 W Millennium, Ste 140, Los Angeles, CA 90094",Los Angeles,90094,+18336427778,https://www.yelp.com/biz/neighbors-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.976648918764724, 'longitude': -118.41646601429554}","['Breakfast & Brunch', 'Cocktail Bars', 'Sports Bars']",$$,Unknown,Unknown
Wallflower,3.9,466,"609 Rose Ave, Venice, CA 90291",Venice,90291,+14247448136,https://www.yelp.com/biz/wallflower-venice?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.999412496499254, 'longitude': -118.4718558441625}","['Indonesian', 'Cocktail Bars']",$$$,Unknown,Unknown
The Edmon,4.4,352,"5168 Melrose Ave, Los Angeles, CA 90038",Los Angeles,90038,+13236455225,https://www.yelp.com/biz/the-edmon-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0834042177801, 'longitude': -118.31321932635932}","['Cocktail Bars', 'New American']",$$,Unknown,Unknown
Kalaveras,3.9,891,"228 Ave I, Redondo Beach, CA 90277",Redondo Beach,90277,+14243042111,https://www.yelp.com/biz/kalaveras-redondo-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.8188, 'longitude': -118.38666}","['Cocktail Bars', 'Mexican', 'Breakfast & Brunch']",$$,Unknown,Unknown
Resident,4.0,475,"428 S Hewitt St, Los Angeles, CA 90013",Los Angeles,90013,+12136287503,https://www.yelp.com/biz/resident-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04267, 'longitude': -118.2349}","['Cocktail Bars', 'Music Venues', 'Beer Gardens']",$$,Unknown,Unknown
The Cat & Fiddle Restaurant & Pub,4.3,411,"742 N Highland Ave, Hollywood, CA 90038",Hollywood,90038,+13234683800,https://www.yelp.com/biz/the-cat-and-fiddle-restaurant-and-pub-hollywood?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.08475732909685, 'longitude': -118.33840850326398}","['British', 'Pubs', 'New American']",$$,Unknown,Unknown
Prince O' Whales,3.9,259,"335 Culver Blvd, Playa Del Rey, CA 90293",Playa Del Rey,90293,+13108239826,https://www.yelp.com/biz/prince-o-whales-playa-del-rey-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.960464, 'longitude': -118.446899}","['Dive Bars', 'Sports Bars']",$,Unknown,Unknown
Lobster & Beer Santa Monica,4.6,407,"530 Wilshire Blvd, Santa Monica, CA 90401",Santa Monica,90401,+12132473556,https://www.yelp.com/biz/lobster-and-beer-santa-monica-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.02019, 'longitude': -118.49634}","['Seafood', 'Beer Bar']",$$,Unknown,Unknown
Socalo,4.1,454,"1920 Santa Monica Blvd, Ste 150, Santa Monica, CA 90404",Santa Monica,90404,+13104511655,https://www.yelp.com/biz/socalo-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.02838036237139, 'longitude': -118.48004444947522}","['Mexican', 'Vegetarian', 'Cocktail Bars']",$$,Unknown,Unknown
Clutch,4.1,594,"427 Lincoln Blvd, Venice, CA 90291",Venice,90291,+13103968749,https://www.yelp.com/biz/clutch-venice-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0001582623274, 'longitude': -118.4658919}","['Mexican', 'Barbeque']",$$,Unknown,Unknown
Tu Madre - West Hollywood,4.1,1175,"1111 N Hayworth Ave, West Hollywood, CA 90046",West Hollywood,90046,+13239224826,https://www.yelp.com/biz/tu-madre-west-hollywood-west-hollywood?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.091274, 'longitude': -118.36317}","['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
Finney's Crafthouse - Stevenson Ranch,4.1,269,"25636 The Old Rd, Stevenson Ranch, CA 91381",Stevenson Ranch,91381,,https://www.yelp.com/biz/finneys-crafthouse-stevenson-ranch-stevenson-ranch?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.387381, 'longitude': -118.572209}","['New American', 'Burgers', 'Cocktail Bars']",$$,Unknown,Unknown
Alta West Adams,3.7,889,"5359 W Adams Blvd, Los Angeles, CA 90016",Los Angeles,90016,+13235714999,https://www.yelp.com/biz/alta-west-adams-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.03270331940081, 'longitude': -118.3599843}","['Soul Food', 'Comfort Food', 'Breakfast & Brunch']",$$$,Unknown,Unknown
