name,website,emails,price,zip_code,city,rating,address,review_count,dogs_allowed,phone,categories,good_for_kids
Pa'ina Lounge & Restaurant,http://www.painasf.com,"contact@painasf.com [INFERRED], reservations@painasf.com [INFERRED], hello@painasf.com [INFERRED], support@painasf.com [INFERRED], info@painasf.com [INFERRED]",$$,94115,San Francisco,3.9,"1865 Post St, San Francisco, CA 94115",907,Unknown,+14158292642,"Hawaiian, Bars, Venues & Event Spaces",Unknown
The Cavalier,https://www.thecavaliersf.com,information@thecavaliersf.com,$$$,94103,San Francisco,3.9,"360 Jessie St, San Francisco, CA 94103",1162,Unknown,+14153216000,"New American, British, Cocktail Bars",Unknown
Fieldwork Brewing Company,https://fieldworkbrewing.com/san-mateo/,"contact@fieldworkbrewing.com [INFERRED], support@fieldworkbrewing.com [INFERRED], info@fieldworkbrewing.com [INFERRED], hello@fieldworkbrewing.com [INFERRED], reservations@fieldworkbrewing.com [INFERRED]",$$,94403,San Mateo,3.9,"3030 S Delaware St, San Mateo, CA 94403",624,Unknown,+16502421280,"Beer Bar, Breweries, Venues & Event Spaces",Unknown
Baltic Kiss,https://www.baltickiss.com,booking@baltickiss.com,$$,94801,Richmond,3.9,"135 Park Pl, Richmond, CA 94801",67,Unknown,,"Southern, Comfort Food, Cocktail Bars",Unknown
The Detour,https://www.detoursf.com,info@detoursf.com,$$,94114,San Francisco,3.9,"2200 Market St, Ste A, San Francisco, CA 94114",427,Unknown,+14158725310,"Arcades, Cocktail Bars, Pan Asian",Unknown
BH Wood-Fired Grill,http://bhwoodfiredgrill.com,"reservations@bhwoodfiredgrill.com [INFERRED], support@bhwoodfiredgrill.com [INFERRED], contact@bhwoodfiredgrill.com [INFERRED], info@bhwoodfiredgrill.com [INFERRED], hello@bhwoodfiredgrill.com [INFERRED]",$$$,94596,Walnut Creek,3.9,"1521 Mt Diablo Blvd, Walnut Creek, CA 94596",660,Unknown,+19254339314,"Salad, Wine Bars, Sandwiches",Unknown
Floodwater,http://www.floodwatermv.com,"reservations@floodwatermv.com [INFERRED], contact@floodwatermv.com [INFERRED], info@floodwatermv.com [INFERRED], hello@floodwatermv.com [INFERRED], support@floodwatermv.com [INFERRED]",$$,94941,Mill Valley,3.9,"152 Shoreline Hwy, Mill Valley, CA 94941",258,Unknown,+14158434545,"Venues & Event Spaces, Bars, New American",Unknown
No Name Bar,http://www.thenonamebar.com,"reservations@thenonamebar.com [INFERRED], support@thenonamebar.com [INFERRED], hello@thenonamebar.com [INFERRED], contact@thenonamebar.com [INFERRED], info@thenonamebar.com [INFERRED]",$$,94965,Sausalito,3.9,"757 Bridgeway, Sausalito, CA 94965",164,Unknown,+14153321392,"Dive Bars, Jazz & Blues",Unknown
The Wreck Room,http://www.thewreckroomsf.com,"hello@thewreckroomsf.com [INFERRED], reservations@thewreckroomsf.com [INFERRED], info@thewreckroomsf.com [INFERRED], support@thewreckroomsf.com [INFERRED], contact@thewreckroomsf.com [INFERRED]",$,94109,San Francisco,3.9,"1390 California St, San Francisco, CA 94109",266,Unknown,+14159326715,Bars,Unknown
San Francisco Athletic Club,http://www.thesfac.com/,info@thesfac.com,$$,94115,San Francisco,3.9,"1750 Divisadero St, San Francisco, CA 94115",326,Unknown,+14159238989,"Sports Bars, Burgers, Hot Dogs",Unknown
Amélie Café and Wine Bar,http://www.ameliefairfax.com,ameliecafeandwinebar@gmail.com,$$,94930,Fairfax,4.6,"71 Broadway, Fairfax, CA 94930",153,Unknown,+16282535161,"Wine Bars, Cafes",Unknown
Kuidaore Handroll Bar,https://kuidaorehandrollbar.com,"kuidaorehandrollbar@yahoo.com, 392-2288kuidaorehandrollbar@yahoo.com",$$,94607,Oakland,4.6,"431 Water St, Oakland, CA 94607",76,Unknown,+15103922288,"Bars, Sushi Bars",Unknown
Two Pitchers Brewing,http://www.twopitchers.com/taproom,"hello@twopitchers.com., oakland@twopitchers.com, hello@twopitchers.com",$$,94612,Oakland,4.5,"2344 Webster St, Oakland, CA 94612",114,Unknown,+15109994939,"Beer Gardens, Breweries, Beer Bar",Unknown
Liholiho Yacht Club,http://lycsf.com/,"hello@lycsf.com [INFERRED], support@lycsf.com [INFERRED], reservations@lycsf.com [INFERRED], info@lycsf.com [INFERRED], contact@lycsf.com [INFERRED]",$$$,94109,San Francisco,4.5,"871 Sutter St, San Francisco, CA 94109",2889,Unknown,,"Bars, New American, Seafood",Unknown
GAO's Kabob & Crab,https://gaosbbq.com,"info@gaosbbq.com [INFERRED], reservations@gaosbbq.com [INFERRED], support@gaosbbq.com [INFERRED], contact@gaosbbq.com [INFERRED], hello@gaosbbq.com [INFERRED]",$$$,95035,Milpitas,4.4,"1741 N Milpitas Blvd, Milpitas, CA 95035",652,Unknown,+14087087906,"Seafood, Kebab, Beer Bar",Unknown
Faction Brewing,http://factionbrewing.com/,info@factionbrewing.com,$$,94501,Alameda,4.3,"2501 Monarch St, Alameda, CA 94501",698,Unknown,+15105232739,Breweries,Unknown
Revel Kitchen & Bar,http://www.revelkitchenandbar.com/home.html,"contact@revelkitchenandbar.com [INFERRED], info@revelkitchenandbar.com [INFERRED], support@revelkitchenandbar.com [INFERRED], reservations@revelkitchenandbar.com [INFERRED], hello@revelkitchenandbar.com [INFERRED]",$$,94526,Danville,4.3,"331 Hartz Ave, Danville, CA 94526",1188,Unknown,+19252081758,"Bars, Gastropubs, American",Unknown
Sully's Marina Lounge,http://marinaloungesanfrancisco.millionsofcafes.com,"info@marinaloungesanfrancisco.millionsofcafes.com [INFERRED], support@marinaloungesanfrancisco.millionsofcafes.com [INFERRED], contact@marinaloungesanfrancisco.millionsofcafes.com [INFERRED], hello@marinaloungesanfrancisco.millionsofcafes.com [INFERRED], reservations@marinaloungesanfrancisco.millionsofcafes.com [INFERRED]",$,94123,San Francisco,4.2,"2138 Chestnut St, San Francisco, CA 94123",147,Unknown,+14159221475,Lounges,Unknown
Drake's Barrel House,https://drinkdrakes.com/places/barrel-house/,"reservations@drinkdrakes.com [INFERRED], info@drinkdrakes.com [INFERRED], hello@drinkdrakes.com [INFERRED], contact@drinkdrakes.com [INFERRED], support@drinkdrakes.com [INFERRED]",$$,94577,San Leandro,4.1,"1933 Davis St, San Leandro, CA 94577",915,Unknown,+15105682739,"Breweries, Bars",Unknown
FOB Kitchen,https://www.fobkitchen.com,holla@fobkitchen.com,$$,94609,Oakland,4.1,"5179 Telegraph Ave, Oakland, CA 94609",651,Unknown,+15108174169,"Filipino, Breakfast & Brunch, Cocktail Bars",Unknown
Ha-Ra Club,http://www.harasf.com,"info@harasf.com [INFERRED], hello@harasf.com [INFERRED], contact@harasf.com [INFERRED], reservations@harasf.com [INFERRED], support@harasf.com [INFERRED]",$,94109,San Francisco,4.1,"875 Geary St, San Francisco, CA 94109",244,Unknown,+14156733148,"Dive Bars, Social Clubs, Pool Halls",Unknown
The Four Deuces,http://www.4deuces.com,"support@4deuces.com [INFERRED], hello@4deuces.com [INFERRED], info@4deuces.com [INFERRED], reservations@4deuces.com [INFERRED], contact@4deuces.com [INFERRED]",$,94116,San Francisco,4.1,"2319 Taraval St, San Francisco, CA 94116",108,Unknown,+14155669122,"Pubs, Irish Pub, Sports Bars",Unknown
Terun Pizza,http://www.terunpizza.com,info@terunpizza.com,$$,94306,Palo Alto,4.1,"448 California Ave, Palo Alto, CA 94306",2194,Unknown,+16506008310,"Pizza, Italian, Bars",Unknown
INC 82 Brewing,http://www.inc82.com,"support@inc82.com [INFERRED], reservations@inc82.com [INFERRED], contact@inc82.com [INFERRED], hello@inc82.com [INFERRED], info@inc82.com [INFERRED]",$$,94568,Dublin,4.1,"7370 San Ramon Rd, Dublin, CA 94568",765,Unknown,+19255608344,"Breweries, Gastropubs, Cocktail Bars",Unknown
Bender's Bar and Grill,https://www.bendersbar.com,"willschoeppe@gmail.com, will@bendersbar.com, kevin@bendersbar.com, johnny@bendersbar.com, info@bendersbar.com, dion@bendersbar.com, liam@bendsersbar.com",$,94110,San Francisco,4.0,"806 S Van Ness Ave, San Francisco, CA 94110",457,Unknown,+14158241800,"Dive Bars, American",Unknown
Freewheel Brewing Company,http://freewheelbrewing.com,p2@5e-.ڸ7,$$,94063,Redwood City,4.0,"3736 Florence St, Redwood City, CA 94063",465,Unknown,+16503652337,"Breweries, Burgers, Pubs",Unknown
The Double Standard,,,$$,94612,Oakland,4.0,"2424 Telegraph Ave, Oakland, CA 94612",284,Unknown,+15108797601,"Cocktail Bars, Lounges",Unknown
Paulista Brazilian Kitchen and Taproom,https://www.paulista510.com,"info@paulista510.com [INFERRED], contact@paulista510.com [INFERRED], reservations@paulista510.com [INFERRED], support@paulista510.com [INFERRED], hello@paulista510.com [INFERRED]",$$,94602,Oakland,4.0,"4239 Park Blvd, Oakland, CA 94602",403,Unknown,+15108662133,"Acai Bowls, Beer Bar, Breakfast & Brunch",Unknown
Raleigh's Pub,http://raleighspub.com,raleighspubberkeley@gmail.com,$$,94704,Berkeley,4.0,"2438 Telegraph Ave, Berkeley, CA 94704",252,Unknown,+15102805319,"American, Pubs",Unknown
Acme Bar & Company,http://acmebarandcompany.com,"acmebarorders@gmail.com, jennifer.l.seidman@gmail.com",$$,94702,Berkeley,4.0,"2115 San Pablo Ave, Berkeley, CA 94702",366,Unknown,+15106442226,"Venues & Event Spaces, Cocktail Bars",Unknown
Breck's,,,$$,94118,San Francisco,4.0,"2 Clement St, San Francisco, CA 94118",135,Unknown,+14157425040,"Coffee & Tea, Wine Bars",Unknown
La Bodeguita Del Medio,https://www.labodeguita.com,"boh@labodeguita.com, visit...boh@labodeguita.com",$$$,94306,Palo Alto,3.9,"463 S California Ave, Palo Alto, CA 94306",2131,Unknown,+16503267762,"Cuban, Bars, Sandwiches",Unknown
Danville Brewing,http://www.danvillebrewing.com,max@danvillebrewing.com,$$,94526,Danville,3.9,"200 Railroad Ave, Danville, CA 94526",698,Unknown,+19252174172,"Breweries, American, Bars",Unknown
The Star on Park,https://www.thestaronpark.com,"hello@thestaronpark.com [INFERRED], info@thestaronpark.com [INFERRED], contact@thestaronpark.com [INFERRED], support@thestaronpark.com [INFERRED], reservations@thestaronpark.com [INFERRED]",$$,94501,Alameda,3.9,"1400 Park St, Alameda, CA 94501",693,Unknown,+15108327827,"Pizza, Bars, Italian",Unknown
Otto's Uptown Kitchen,https://www.kisseloakland.com/food-beverage/,"hello@kisseloakland.com [INFERRED], support@kisseloakland.com [INFERRED], info@kisseloakland.com [INFERRED], contact@kisseloakland.com [INFERRED], reservations@kisseloakland.com [INFERRED]",$$,94612,Oakland,3.9,"2455 Broadway, Oakland, CA 94612",52,Unknown,+15102161500,"Lounges, Cafes",Unknown
Flores San Mateo,https://www.floressf.com/location/san-mateo-hours-location/,"cortemadera@floressf.com, info@floressf.com, sanmateo@floressf.com, emeryville@floressf.com",$$,94403,San Mateo,3.9,"4 Hillsdale Mall, San Mateo, CA 94403",325,Unknown,+16504189742,"Mexican, Breakfast & Brunch, Cocktail Bars",Unknown
Le Garage,http://www.legaragesausalito.com,manager@legaragesausalito.com,$$,94965,Sausalito,3.9,"85 Liberty Ship Way, Ste 109, Sausalito, CA 94965",2010,Unknown,+14153325625,"French, Breakfast & Brunch, Wine Bars",Unknown
Barrelhouse Burlingame,http://www.barrelhouseburlingame.com,"contact@barrelhouseburlingame.com [INFERRED], info@barrelhouseburlingame.com [INFERRED], reservations@barrelhouseburlingame.com [INFERRED], hello@barrelhouseburlingame.com [INFERRED], support@barrelhouseburlingame.com [INFERRED]",$$,94010,Burlingame,3.9,"305 California Dr, Burlingame, CA 94010",717,Unknown,+16503408642,"Wine Bars, Cocktail Bars, Venues & Event Spaces",Unknown
Gestalt,,,$,94103,San Francisco,3.9,"3159 16th St, San Francisco, CA 94103",528,Unknown,+14158132790,"Pubs, Dive Bars, Beer Bar",Unknown
Woodbury,http://www.woodburysf.com,"info@woodburysf.com [INFERRED], contact@woodburysf.com [INFERRED], hello@woodburysf.com [INFERRED], support@woodburysf.com [INFERRED], reservations@woodburysf.com [INFERRED]",$$,94107,San Francisco,3.9,"685 3rd St, San Francisco, CA 94107",287,Unknown,+14154759398,"Gastropubs, Sports Bars",Unknown
Hidden Tap & Barrel,https://www.hiddentapandbarrel.com,info@hiddentapandbarrel.com,$$,94301,Palo Alto,3.9,"320 University Ave, Palo Alto, CA 94301",60,Unknown,+16505095900,"Beer Bar, Whiskey Bars, Cocktail Bars",Unknown
S & R Lounge,http://www.viceroyhotelgroup.com/en/zetta/dining_and_nightlife/salvage-rescue-lounge,"zetta.reservations@zhotelssf.com, zelos.reservations@zhotelssf.com, mailto:zeppelin.info@zhotelssf.com, zeppelin.info@zhotelssf.com, zeppelin.reservations@zhotelssf.com, zetta.info@zhotelssf.com, zelos.info@zhotelssf.com",$$,94103,San Francisco,3.8,"55 5th St, San Francisco, CA 94103",59,Unknown,+14155438555,Lounges,Unknown
Mini Bar SF,,,$$,94117,San Francisco,3.8,"837 Divisadero St, San Francisco, CA 94117",239,Unknown,+14155253565,Lounges,Unknown
Lone Palm,,,$$,94110,San Francisco,3.8,"3394 22nd St, San Francisco, CA 94110",404,Unknown,+14156480109,Cocktail Bars,Unknown
NIDO's BackYard,http://www.backyardoakland.com,"contact@backyardoakland.com [INFERRED], reservations@backyardoakland.com [INFERRED], info@backyardoakland.com [INFERRED], hello@backyardoakland.com [INFERRED], support@backyardoakland.com [INFERRED]",$$,94607,Oakland,3.8,"104 Oak St, Oakland, CA 94607",938,Unknown,+15105009757,"Mexican, Beer Gardens, Cocktail Bars",Unknown
Elixir,http://www.elixirsf.com/,t9@zu.,$$,94103,San Francisco,3.8,"3200 16th St, San Francisco, CA 94103",682,Unknown,+14155521633,"Cocktail Bars, Whiskey Bars, Sports Bars",Unknown
Doppio Zero San Carlos,https://www.dzpizzeria.com/san-carlos,"support@dzpizzeria.com [INFERRED], reservations@dzpizzeria.com [INFERRED], contact@dzpizzeria.com [INFERRED], hello@dzpizzeria.com [INFERRED], info@dzpizzeria.com [INFERRED]",$$$,94070,San Carlos,3.8,"617 Laurel St, San Carlos, CA 94070",238,Unknown,+16505965152,"Pizza, Italian, Bars",Unknown
Marzano,http://marzanorestaurant.com,"info@marzanorestaurant.com, manna@marzanorestaurant.com, inquiriesmanna@marzanorestaurant.com",$$,94602,Oakland,3.8,"4214 Park Blvd, Oakland, CA 94602",734,Unknown,+15104791448,"Italian, Pizza, Cocktail Bars",Unknown
Hi Tops - San Francisco,https://www.hitopsbar.com,"contact@hitopsbar.com [INFERRED], reservations@hitopsbar.com [INFERRED], hello@hitopsbar.com [INFERRED], support@hitopsbar.com [INFERRED], info@hitopsbar.com [INFERRED]",$$,94114,San Francisco,3.8,"2247 Market St, San Francisco, CA 94114",485,Unknown,+14155512500,"Sports Bars, New American, Gay Bars",Unknown
Starbelly,https://starbellysf.com,info@starbellysf.com,$$,94114,San Francisco,3.8,"3583 16th St, San Francisco, CA 94114",2395,Unknown,+14152527500,"New American, Breakfast & Brunch, Cocktail Bars",Unknown
